Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
622,Exit Long,win,2024-11-21 10:00,97661.97,0.94559,274.45,0.30,80456.03,0.15,360.35,0.39,1614.41,1.75
622,Entry Long,enter long,2024-11-21 05:30,97293.75,0.94559,274.45,0.30,80456.03,0.15,360.35,0.39,1614.41,1.75
621,Exit Long,win,2024-11-19 05:00,92453.14,1.007766,1097.12,1.19,80181.59,0.61,1153.39,1.25,67.94,0.07
621,Entry Long,enter long,2024-11-19 02:00,91290.98,1.007766,1097.12,1.19,80181.59,0.61,1153.39,1.25,67.94,0.07
620,Exit Long,win,2024-11-18 20:00,91388.69,1.01859,1013.65,1.10,79084.47,0.57,1210.19,1.31,50.52,0.05
620,Entry Long,enter long,2024-11-18 16:00,90320.86,1.01859,1013.65,1.10,79084.47,0.57,1210.19,1.31,50.52,0.05
619,Exit Long,win,2024-11-18 08:30,92353.31,1.011215,1314.98,1.43,78070.83,0.74,1588.78,1.73,1617.75,1.76
619,Entry Long,enter long,2024-11-18 04:00,90979.58,1.011215,1314.98,1.43,78070.83,0.74,1588.78,1.73,1617.75,1.76
618,Exit Long,win,2024-11-15 19:00,91651.57,1.012268,702.06,0.76,76755.84,0.40,808.72,0.88,36.80,0.04
618,Entry Long,enter long,2024-11-15 17:00,90885.00,1.012268,702.06,0.76,76755.84,0.40,808.72,0.88,36.80,0.04
617,Exit Long,win,2024-11-15 00:00,88293.61,1.047854,445.08,0.48,76053.78,0.25,604.31,0.66,749.04,0.81
617,Entry Long,enter long,2024-11-14 21:00,87798.42,1.047854,445.08,0.48,76053.78,0.25,604.31,0.66,749.04,0.81
616,Exit Long,loss,2024-11-14 00:30,90843.90,1.008494,-457.85,-0.50,75608.70,-0.26,0,0.00,3220.59,3.50
616,Entry Long,enter long,2024-11-13 12:00,91225.07,1.008494,-457.85,-0.50,75608.70,-0.26,0,0.00,3220.59,3.50
615,Exit Long,win,2024-11-13 06:00,88357.55,1.050184,717.78,0.78,76066.56,0.41,858.71,0.93,1490.32,1.62
615,Entry Long,enter long,2024-11-12 19:00,87603.69,1.050184,717.78,0.78,76066.56,0.41,858.71,0.93,1490.32,1.62
614,Exit Long,win,2024-11-08 22:30,76582.16,1.204143,142.25,0.15,75348.78,0.08,289.22,0.31,308.07,0.33
614,Entry Long,enter long,2024-11-08 15:30,76402.83,1.204143,142.25,0.15,75348.78,0.08,289.22,0.31,308.07,0.33
613,Exit Long,loss,2024-11-07 01:30,75139.55,1.222776,-194.67,-0.21,75206.53,-0.11,946.23,1.03,985.39,1.07
613,Entry Long,enter long,2024-11-06 17:00,75238.60,1.222776,-194.67,-0.21,75206.53,-0.11,946.23,1.03,985.39,1.07
612,Exit Long,win,2024-11-06 11:00,75007.02,1.240281,955.78,1.04,75401.20,0.55,1010.69,1.10,1899.89,2.06
612,Entry Long,enter long,2024-11-06 00:00,74176.73,1.240281,955.78,1.04,75401.20,0.55,1010.69,1.10,1899.89,2.06
611,Exit Long,win,2024-11-05 17:00,70348.02,1.332378,1655.88,1.80,74445.41,0.96,1731.59,1.88,308.39,0.34
611,Entry Long,enter long,2024-11-05 12:30,69049.46,1.332378,1655.88,1.80,74445.41,0.96,1731.59,1.88,308.39,0.34
610,Exit Long,win,2024-11-04 20:00,68086.85,1.360322,546.25,0.59,72789.53,0.32,588.25,0.64,251.42,0.27
610,Entry Long,enter long,2024-11-04 18:00,67631.00,1.360322,546.25,0.59,72789.53,0.32,588.25,0.64,251.42,0.27
609,Exit Long,loss,2024-11-04 15:30,67906.58,1.340019,-1077.09,-1.17,72243.28,-0.62,136.37,0.15,2490.44,2.71
609,Entry Long,enter long,2024-11-04 06:30,68655.74,1.340019,-1077.09,-1.17,72243.28,-0.62,136.37,0.15,2490.44,2.71
608,Exit Long,win,2024-11-03 09:00,68409.95,1.345607,-20.67,-0.02,73320.37,-0.01,234.00,0.25,1233.72,1.34
608,Entry Long,enter long,2024-11-03 01:30,68370.60,1.345607,-20.67,-0.02,73320.37,-0.01,234.00,0.25,1233.72,1.34
607,Exit Long,win,2024-11-02 01:30,69789.08,1.322998,257.15,0.28,73341.04,0.15,297.46,0.32,140.03,0.15
607,Entry Long,enter long,2024-11-01 22:00,69538.98,1.322998,257.15,0.28,73341.04,0.15,297.46,0.32,140.03,0.15
606,Exit Long,win,2024-11-01 04:00,69934.49,1.32801,799.79,0.87,73083.89,0.46,842.00,0.91,331.13,0.36
606,Entry Long,enter long,2024-11-01 00:00,69276.56,1.32801,799.79,0.87,73083.89,0.46,842.00,0.91,331.13,0.36
605,Exit Long,win,2024-10-30 03:30,72555.36,1.268942,-5.03,-0.01,72284.10,0.00,527.75,0.57,863.02,0.94
605,Entry Long,enter long,2024-10-29 13:30,72501.30,1.268942,-5.03,-0.01,72284.10,0.00,527.75,0.57,863.02,0.94
604,Exit Long,win,2024-10-28 12:30,69203.65,1.343019,867.86,0.94,72289.13,0.51,940.90,1.02,148.31,0.16
604,Entry Long,enter long,2024-10-28 09:00,68502.37,1.343019,867.86,0.94,72289.13,0.51,940.90,1.02,148.31,0.16
603,Exit Long,win,2024-10-26 03:00,67168.30,1.373672,193.55,0.21,71421.27,0.11,258.33,0.28,57.86,0.06
603,Entry Long,enter long,2024-10-26 01:30,66973.74,1.373672,193.55,0.21,71421.27,0.11,258.33,0.28,57.86,0.06
602,Exit Long,win,2024-10-25 21:00,66855.08,1.382318,341.28,0.37,71227.72,0.20,486.77,0.53,1441.69,1.57
602,Entry Long,enter long,2024-10-25 16:30,66554.83,1.382318,341.28,0.37,71227.72,0.20,486.77,0.53,1441.69,1.57
601,Exit Long,win,2024-10-25 03:30,67787.91,1.359275,68.80,0.07,70886.44,0.04,165.84,0.18,657.13,0.71
601,Entry Long,enter long,2024-10-24 22:00,67683.11,1.359275,68.80,0.07,70886.44,0.04,165.84,0.18,657.13,0.71
600,Exit Long,win,2024-10-24 05:30,67217.38,1.371744,131.41,0.14,70817.65,0.08,219.17,0.24,551.19,0.60
600,Entry Long,enter long,2024-10-24 00:30,67067.87,1.371744,131.41,0.14,70817.65,0.08,219.17,0.24,551.19,0.60
599,Exit Long,win,2024-10-23 13:30,66381.06,1.392068,333.19,0.36,70686.24,0.20,520.81,0.57,1285.96,1.40
599,Entry Long,enter long,2024-10-23 09:00,66088.72,1.392068,333.19,0.36,70686.24,0.20,520.81,0.57,1285.96,1.40
598,Exit Long,loss,2024-10-23 07:30,66747.85,1.375275,-276.87,-0.30,70353.05,-0.16,82.09,0.09,1166.93,1.27
598,Entry Long,enter long,2024-10-23 00:30,66895.71,1.375275,-276.87,-0.30,70353.05,-0.16,82.09,0.09,1166.93,1.27
597,Exit Long,win,2024-10-23 00:00,67237.94,1.368635,-49.36,-0.05,70629.91,-0.03,128.46,0.14,515.15,0.56
597,Entry Long,enter long,2024-10-22 18:00,67220.22,1.368635,-49.36,-0.05,70629.91,-0.03,128.46,0.14,515.15,0.56
596,Exit Long,win,2024-10-22 08:30,67531.99,1.374014,715.99,0.78,70679.27,0.42,899.43,0.98,511.26,0.56
596,Entry Long,enter long,2024-10-22 06:30,66957.10,1.374014,715.99,0.78,70679.27,0.42,899.43,0.98,511.26,0.56
595,Exit Long,win,2024-10-22 05:00,67427.47,1.365506,-1.00,0.00,69963.28,0.00,49.04,0.05,896.11,0.97
595,Entry Long,enter long,2024-10-22 01:30,67374.28,1.365506,-1.00,0.00,69963.28,0.00,49.04,0.05,896.11,0.97
594,Exit Long,sl limit,2024-10-21 18:30,66652.12,1.362874,-1234.69,-1.34,69964.28,-0.72,0,0.00,1198.35,1.30
594,Entry Long,enter long,2024-10-21 17:00,67504.40,1.362874,-1234.69,-1.34,69964.28,-0.72,0,0.00,1198.35,1.30
593,Exit Long,loss,2024-10-19 08:30,68288.33,1.34073,-517.18,-0.56,71198.96,-0.30,19.82,0.02,764.64,0.83
593,Entry Long,enter long,2024-10-18 13:30,68619.31,1.34073,-517.18,-0.56,71198.96,-0.30,19.82,0.02,764.64,0.83
592,Exit Long,win,2024-10-18 07:30,68182.76,1.357093,456.59,0.50,71716.14,0.27,497.32,0.54,233.01,0.25
592,Entry Long,enter long,2024-10-18 03:30,67791.92,1.357093,456.59,0.50,71716.14,0.27,497.32,0.54,233.01,0.25
591,Exit Long,win,2024-10-17 09:30,67578.66,1.371209,590.61,0.64,71259.55,0.35,736.49,0.80,642.81,0.70
591,Entry Long,enter long,2024-10-17 04:00,67094.07,1.371209,590.61,0.64,71259.55,0.35,736.49,0.80,642.81,0.70
590,Exit Long,win,2024-10-16 03:30,67415.07,1.372485,452.39,0.49,70668.94,0.27,567.30,0.62,344.02,0.37
590,Entry Long,enter long,2024-10-15 22:30,67031.68,1.372485,452.39,0.49,70668.94,0.27,567.30,0.62,344.02,0.37
589,Exit Long,win,2024-10-15 17:30,67075.27,1.383593,730.96,0.79,70216.55,0.43,868.86,0.94,512.60,0.56
589,Entry Long,enter long,2024-10-15 14:30,66493.54,1.383593,730.96,0.79,70216.55,0.43,868.86,0.94,512.60,0.56
588,Exit Long,loss,2024-10-15 01:00,65722.08,1.3993,-108.67,-0.12,69485.59,-0.06,57.54,0.06,767.70,0.83
588,Entry Long,enter long,2024-10-14 20:30,65747.15,1.3993,-108.67,-0.12,69485.59,-0.06,57.54,0.06,767.70,0.83
587,Exit Long,win,2024-10-14 16:30,66450.91,1.398459,854.93,0.93,69594.26,0.51,913.08,0.99,48.41,0.05
587,Entry Long,enter long,2024-10-14 15:30,65786.68,1.398459,854.93,0.93,69594.26,0.51,913.08,0.99,48.41,0.05
586,Exit Long,win,2024-10-14 07:30,65140.77,1.421721,538.21,0.58,68739.33,0.32,759.86,0.83,159.47,0.17
586,Entry Long,enter long,2024-10-14 07:00,64710.27,1.421721,538.21,0.58,68739.33,0.32,759.86,0.83,159.47,0.17
585,Exit Long,loss,2024-10-11 23:30,62793.96,1.463516,-173.56,-0.19,68201.13,-0.10,261.04,0.28,760.55,0.83
585,Entry Long,enter long,2024-10-11 15:30,62862.29,1.463516,-173.56,-0.19,68201.13,-0.10,261.04,0.28,760.55,0.83
584,Exit Long,win,2024-10-11 03:30,61053.36,1.51699,543.49,0.59,68374.69,0.32,614.93,0.67,54.99,0.06
584,Entry Long,enter long,2024-10-11 02:30,60646.41,1.51699,543.49,0.59,68374.69,0.32,614.93,0.67,54.99,0.06
583,Exit Long,win,2024-10-10 04:00,61052.96,1.511492,207.35,0.23,67831.20,0.12,257.11,0.28,431.62,0.47
583,Entry Long,enter long,2024-10-10 01:30,60867.01,1.511492,207.35,0.23,67831.20,0.12,257.11,0.28,431.62,0.47
582,Exit Long,win,2024-10-09 19:30,60759.49,1.521973,400.56,0.44,67623.85,0.24,486.24,0.53,211.52,0.23
582,Entry Long,enter long,2024-10-09 18:00,60447.82,1.521973,400.56,0.44,67623.85,0.24,486.24,0.53,211.52,0.23
581,Exit Long,win,2024-10-08 19:00,62348.91,1.483075,394.36,0.43,67223.29,0.24,450.66,0.49,75.36,0.08
581,Entry Long,enter long,2024-10-08 17:00,62033.25,1.483075,394.36,0.43,67223.29,0.24,450.66,0.49,75.36,0.08
580,Exit Long,win,2024-10-08 03:30,62554.81,1.479967,505.26,0.55,66828.92,0.30,568.58,0.62,77.53,0.08
580,Entry Long,enter long,2024-10-08 01:00,62163.52,1.479967,505.26,0.55,66828.92,0.30,568.58,0.62,77.53,0.08
579,Exit Long,loss,2024-10-07 20:30,62778.32,1.448226,-1155.92,-1.26,66323.66,-0.69,0,0.00,2032.73,2.21
579,Entry Long,enter long,2024-10-07 12:00,63525.96,1.448226,-1155.92,-1.26,66323.66,-0.69,0,0.00,2032.73,2.21
578,Exit Long,loss,2024-10-04 23:30,62159.77,1.477943,-204.89,-0.22,67479.58,-0.12,0,0.00,799.45,0.87
578,Entry Long,enter long,2024-10-04 16:30,62248.64,1.477943,-204.89,-0.22,67479.58,-0.12,0,0.00,799.45,0.87
577,Exit Long,win,2024-10-04 06:00,61580.63,1.500591,333.59,0.36,67684.47,0.20,377.81,0.41,51.07,0.06
577,Entry Long,enter long,2024-10-04 04:00,61309.17,1.500591,333.59,0.36,67684.47,0.20,377.81,0.41,51.07,0.06
576,Exit Long,win,2024-10-03 13:30,61048.68,1.508818,37.75,0.04,67350.88,0.02,121.48,0.13,1681.61,1.83
576,Entry Long,enter long,2024-10-03 01:30,60974.85,1.508818,37.75,0.04,67350.88,0.02,121.48,0.13,1681.61,1.83
575,Exit Long,win,2024-10-02 09:00,61759.56,1.494943,253.30,0.28,67313.13,0.15,307.75,0.33,1466.41,1.59
575,Entry Long,enter long,2024-10-02 03:00,61540.80,1.494943,253.30,0.28,67313.13,0.15,307.75,0.33,1466.41,1.59
574,Exit Long,win,2024-10-01 19:00,61422.13,1.513935,915.15,0.99,67059.83,0.55,963.65,1.05,886.04,0.96
574,Entry Long,enter long,2024-10-01 14:00,60768.77,1.513935,915.15,0.99,67059.83,0.55,963.65,1.05,886.04,0.96
573,Exit Long,sl limit,2024-10-01 07:30,62701.57,1.439652,-1804.45,-1.96,66144.68,-1.07,100.73,0.11,1768.34,1.92
573,Entry Long,enter long,2024-10-01 03:30,63904.32,1.439652,-1804.45,-1.96,66144.68,-1.07,100.73,0.11,1768.34,1.92
572,Exit Long,win,2024-09-30 21:30,63722.21,1.448197,208.64,0.23,67949.13,0.12,262.27,0.28,951.74,1.03
572,Entry Long,enter long,2024-09-30 16:30,63527.24,1.448197,208.64,0.23,67949.13,0.12,262.27,0.28,951.74,1.03
571,Exit Long,win,2024-09-30 14:30,63813.17,1.446823,252.66,0.27,67740.49,0.15,355.65,0.39,758.32,0.82
571,Entry Long,enter long,2024-09-30 09:30,63587.58,1.446823,252.66,0.27,67740.49,0.15,355.65,0.39,758.32,0.82
570,Exit Long,loss,2024-09-28 05:30,65832.69,1.395621,-196.03,-0.21,67487.83,-0.12,0,0.00,607.01,0.66
570,Entry Long,enter long,2024-09-28 00:00,65920.45,1.395621,-196.03,-0.21,67487.83,-0.12,0,0.00,607.01,0.66
569,Exit Long,win,2024-09-27 19:30,66013.84,1.400206,359.24,0.39,67683.86,0.21,398.45,0.43,85.35,0.09
569,Entry Long,enter long,2024-09-27 13:30,65704.59,1.400206,359.24,0.39,67683.86,0.21,398.45,0.43,85.35,0.09
568,Exit Long,win,2024-09-27 08:00,66346.18,1.40392,1070.70,1.16,67324.62,0.64,1157.22,1.26,253.30,0.28
568,Entry Long,enter long,2024-09-27 04:30,65530.78,1.40392,1070.70,1.16,67324.62,0.64,1157.22,1.26,253.30,0.28
567,Exit Long,win,2024-09-25 20:30,63375.43,1.461434,545.17,0.59,66253.92,0.33,596.72,0.65,402.58,0.44
567,Entry Long,enter long,2024-09-25 18:30,62951.86,1.461434,545.17,0.59,66253.92,0.33,596.72,0.65,402.58,0.44
566,Exit Long,loss,2024-09-25 08:30,63969.60,1.432426,-441.72,-0.48,65708.75,-0.27,63.78,0.07,1280.66,1.39
566,Entry Long,enter long,2024-09-24 22:30,64226.69,1.432426,-441.72,-0.48,65708.75,-0.27,63.78,0.07,1280.66,1.39
565,Exit Long,win,2024-09-24 11:00,63588.68,1.463031,958.24,1.04,66150.46,0.58,1088.67,1.18,197.91,0.22
565,Entry Long,enter long,2024-09-24 08:00,62883.12,1.463031,958.24,1.04,66150.46,0.58,1088.67,1.18,197.91,0.22
564,Exit Long,win,2024-09-22 11:00,62995.98,1.462418,52.83,0.06,65192.22,0.03,185.60,0.20,631.74,0.69
564,Entry Long,enter long,2024-09-22 00:30,62909.49,1.462418,52.83,0.06,65192.22,0.03,185.60,0.20,631.74,0.69
563,Exit Long,win,2024-09-21 00:00,63093.20,1.463567,267.39,0.29,65139.39,0.16,312.71,0.34,152.74,0.17
563,Entry Long,enter long,2024-09-20 19:30,62860.12,1.463567,267.39,0.29,65139.39,0.16,312.71,0.34,152.74,0.17
562,Exit Long,loss,2024-09-20 15:00,63234.38,1.453697,-149.90,-0.16,64871.99,-0.09,589.55,0.64,1361.39,1.48
562,Entry Long,enter long,2024-09-20 02:00,63286.89,1.453697,-149.90,-0.16,64871.99,-0.09,589.55,0.64,1361.39,1.48
561,Exit Long,win,2024-09-19 03:30,62313.06,1.484663,440.11,0.48,65021.90,0.27,632.92,0.69,189.68,0.21
561,Entry Long,enter long,2024-09-18 22:00,61966.91,1.484663,440.11,0.48,65021.90,0.27,632.92,0.69,189.68,0.21
560,Exit Long,loss,2024-09-18 11:30,60037.41,1.528019,-335.14,-0.36,64581.79,-0.20,64.90,0.07,1569.95,1.71
560,Entry Long,enter long,2024-09-18 02:00,60208.64,1.528019,-335.14,-0.36,64581.79,-0.20,64.90,0.07,1569.95,1.71
559,Exit Long,loss,2024-09-17 20:30,60378.39,1.518249,-404.01,-0.44,64916.92,-0.24,184.29,0.20,1426.71,1.55
559,Entry Long,enter long,2024-09-17 12:30,60596.10,1.518249,-404.01,-0.44,64916.92,-0.24,184.29,0.20,1426.71,1.55
558,Exit Long,win,2024-09-17 08:00,60249.31,1.558974,1852.75,2.01,65320.93,1.13,2158.61,2.35,64.81,0.07
558,Entry Long,enter long,2024-09-17 07:30,59013.16,1.558974,1852.75,2.01,65320.93,1.13,2158.61,2.35,64.81,0.07
557,Exit Long,win,2024-09-16 17:00,58269.47,1.594667,846.44,0.92,63468.18,0.52,907.96,0.99,109.05,0.12
557,Entry Long,enter long,2024-09-16 14:30,57692.29,1.594667,846.44,0.92,63468.18,0.52,907.96,0.99,109.05,0.12
556,Exit Long,sl limit,2024-09-16 08:30,57675.38,1.571324,-1446.29,-1.57,62621.73,-0.88,89.77,0.10,1410.04,1.53
556,Entry Long,enter long,2024-09-16 06:30,58549.32,1.571324,-1446.29,-1.57,62621.73,-0.88,89.77,0.10,1410.04,1.53
555,Exit Long,loss,2024-09-14 10:30,60019.53,1.521436,-757.39,-0.82,64068.03,-0.46,85.17,0.09,1280.38,1.39
555,Entry Long,enter long,2024-09-13 19:30,60469.15,1.521436,-757.39,-0.82,64068.03,-0.46,85.17,0.09,1280.38,1.39
554,Exit Long,win,2024-09-12 02:00,58347.92,1.587427,549.23,0.60,64825.42,0.33,600.82,0.65,133.36,0.14
554,Entry Long,enter long,2024-09-12 00:00,57955.41,1.587427,549.23,0.60,64825.42,0.33,600.82,0.65,133.36,0.14
553,Exit Long,win,2024-09-11 18:00,57660.09,1.604335,432.35,0.47,64276.19,0.26,594.63,0.65,163.96,0.18
553,Entry Long,enter long,2024-09-11 15:00,57344.60,1.604335,432.35,0.47,64276.19,0.26,594.63,0.65,163.96,0.18
552,Exit Long,loss,2024-09-11 01:30,56740.78,1.620966,-98.68,-0.11,63843.84,-0.06,667.79,0.73,1046.13,1.14
552,Entry Long,enter long,2024-09-10 19:30,56756.26,1.620966,-98.68,-0.11,63843.84,-0.06,667.79,0.73,1046.13,1.14
551,Exit Long,loss,2024-09-09 23:30,56958.36,1.612015,-255.75,-0.28,63942.52,-0.16,0,0.00,1070.88,1.16
551,Entry Long,enter long,2024-09-09 17:30,57071.40,1.612015,-255.75,-0.28,63942.52,-0.16,0,0.00,1070.88,1.16
550,Exit Long,win,2024-09-09 10:00,56119.24,1.676271,1996.67,2.17,64198.27,1.23,2278.18,2.48,53.36,0.06
550,Entry Long,enter long,2024-09-09 08:30,54883.70,1.676271,1996.67,2.17,64198.27,1.23,2278.18,2.48,53.36,0.06
549,Exit Long,win,2024-09-08 03:00,54665.09,1.69179,408.08,0.44,62201.60,0.25,575.21,0.62,159.05,0.17
549,Entry Long,enter long,2024-09-07 23:30,54380.26,1.69179,408.08,0.44,62201.60,0.25,575.21,0.62,159.05,0.17
548,Exit Long,win,2024-09-06 17:30,53997.33,1.739384,1847.74,2.01,61793.52,1.16,1891.60,2.06,544.75,0.59
548,Entry Long,enter long,2024-09-06 14:30,52892.28,1.739384,1847.74,2.01,61793.52,1.16,1891.60,2.06,544.75,0.59
547,Exit Long,win,2024-09-06 06:30,56896.17,1.631537,754.29,0.82,59945.78,0.47,878.87,0.95,1778.12,1.93
547,Entry Long,enter long,2024-09-06 00:00,56388.54,1.631537,754.29,0.82,59945.78,0.47,878.87,0.95,1778.12,1.93
546,Exit Long,win,2024-09-04 18:00,58301.71,1.586118,399.60,0.43,59191.50,0.25,504.48,0.55,38.02,0.04
546,Entry Long,enter long,2024-09-04 17:30,58003.25,1.586118,399.60,0.43,59191.50,0.25,504.48,0.55,38.02,0.04
545,Exit Long,win,2024-09-04 01:30,56789.19,1.626983,321.32,0.35,58791.89,0.20,550.26,0.60,568.55,0.62
545,Entry Long,enter long,2024-09-03 23:00,56546.36,1.626983,321.32,0.35,58791.89,0.20,550.26,0.60,568.55,0.62
544,Exit Long,sl limit,2024-09-03 18:30,57170.80,1.588768,-1241.94,-1.35,58470.57,-0.78,59.18,0.06,1205.61,1.31
544,Entry Long,enter long,2024-09-03 16:30,57906.47,1.588768,-1241.94,-1.35,58470.57,-0.78,59.18,0.06,1205.61,1.31
543,Exit Long,win,2024-09-03 04:00,59203.88,1.554486,-41.96,-0.05,59712.51,-0.03,135.05,0.15,714.28,0.78
543,Entry Long,enter long,2024-09-02 21:00,59183.52,1.554486,-41.96,-0.05,59712.51,-0.03,135.05,0.15,714.28,0.78
542,Exit Long,win,2024-09-02 08:30,58651.42,1.580192,606.67,0.66,59754.48,0.38,923.55,1.00,164.48,0.18
542,Entry Long,enter long,2024-09-02 07:30,58220.75,1.580192,606.67,0.66,59754.48,0.38,923.55,1.00,164.48,0.18
541,Exit Long,win,2024-08-28 23:00,59391.09,1.561209,648.05,0.70,59147.81,0.41,711.97,0.77,81.09,0.09
541,Entry Long,enter long,2024-08-28 16:00,58928.67,1.561209,648.05,0.70,59147.81,0.41,711.97,0.77,81.09,0.09
540,Exit Long,win,2024-08-28 12:30,59542.92,1.553224,409.76,0.45,58499.76,0.26,470.03,0.51,2076.56,2.26
540,Entry Long,enter long,2024-08-28 08:30,59231.60,1.553224,409.76,0.45,58499.76,0.26,470.03,0.51,2076.56,2.26
539,Exit Long,win,2024-08-28 03:00,59431.87,1.552457,191.76,0.21,58090.01,0.12,243.39,0.26,1082.10,1.18
539,Entry Long,enter long,2024-08-28 00:00,59260.87,1.552457,191.76,0.21,58090.01,0.12,243.39,0.26,1082.10,1.18
538,Exit Long,loss,2024-08-27 21:30,59676.98,1.486322,-3373.06,-3.66,57898.24,-2.09,86.97,0.09,5709.32,6.20
538,Entry Long,enter long,2024-08-27 14:30,61897.75,1.486322,-3373.06,-3.66,57898.24,-2.09,86.97,0.09,5709.32,6.20
537,Exit Long,win,2024-08-27 13:00,62193.53,1.482553,131.55,0.14,61271.30,0.08,223.02,0.24,850.51,0.92
537,Entry Long,enter long,2024-08-27 08:00,62055.10,1.482553,131.55,0.14,61271.30,0.08,223.02,0.24,850.51,0.92
536,Exit Long,loss,2024-08-25 07:00,64130.76,1.434315,-89.87,-0.10,61139.75,-0.06,98.60,0.11,455.49,0.49
536,Entry Long,enter long,2024-08-24 21:00,64142.11,1.434315,-89.87,-0.10,61139.75,-0.06,98.60,0.11,455.49,0.49
535,Exit Long,win,2024-08-24 01:00,64264.95,1.438461,368.87,0.40,61229.63,0.23,478.34,0.52,406.01,0.44
535,Entry Long,enter long,2024-08-23 18:00,63957.23,1.438461,368.87,0.40,61229.63,0.23,478.34,0.52,406.01,0.44
534,Exit Long,win,2024-08-23 08:00,61903.16,1.511567,1496.58,1.63,60860.76,0.94,2205.28,2.40,247.26,0.27
534,Entry Long,enter long,2024-08-23 05:00,60863.97,1.511567,1496.58,1.63,60860.76,0.94,2205.28,2.40,247.26,0.27
533,Exit Long,win,2024-08-22 01:30,61036.70,1.511668,193.57,0.21,59364.18,0.12,398.29,0.43,1649.69,1.79
533,Entry Long,enter long,2024-08-21 18:30,60859.89,1.511668,193.57,0.21,59364.18,0.12,398.29,0.43,1649.69,1.79
532,Exit Long,win,2024-08-21 00:00,59714.00,1.555971,839.33,0.91,59170.61,0.53,940.82,1.02,457.80,0.50
532,Entry Long,enter long,2024-08-20 15:00,59127.04,1.555971,839.33,0.91,59170.61,0.53,940.82,1.02,457.80,0.50
531,Exit Long,win,2024-08-20 07:30,60931.80,1.514136,185.38,0.20,58331.28,0.12,352.88,0.38,575.33,0.63
531,Entry Long,enter long,2024-08-20 02:00,60760.69,1.514136,185.38,0.20,58331.28,0.12,352.88,0.38,575.33,0.63
530,Exit Long,win,2024-08-17 02:30,59308.61,1.557359,291.10,0.32,58145.90,0.18,330.14,0.36,79.95,0.09
530,Entry Long,enter long,2024-08-16 21:00,59074.34,1.557359,291.10,0.32,58145.90,0.18,330.14,0.36,79.95,0.09
529,Exit Long,win,2024-08-16 18:30,59232.55,1.557884,203.78,0.22,57854.81,0.13,336.06,0.37,441.23,0.48
529,Entry Long,enter long,2024-08-16 15:30,59054.43,1.557884,203.78,0.22,57854.81,0.13,336.06,0.37,441.23,0.48
528,Exit Long,win,2024-08-16 10:00,58602.80,1.575601,260.92,0.28,57651.03,0.17,778.56,0.85,1343.52,1.46
528,Entry Long,enter long,2024-08-16 04:00,58390.40,1.575601,260.92,0.28,57651.03,0.17,778.56,0.85,1343.52,1.46
527,Exit Long,win,2024-08-15 03:00,58456.56,1.59113,938.03,1.02,57390.10,0.60,1022.49,1.11,154.16,0.17
527,Entry Long,enter long,2024-08-15 01:00,57820.51,1.59113,938.03,1.02,57390.10,0.60,1022.49,1.11,154.16,0.17
526,Exit Long,win,2024-08-13 20:30,60852.39,1.519925,417.32,0.45,56452.07,0.27,489.40,0.53,164.84,0.18
526,Entry Long,enter long,2024-08-13 17:00,60529.27,1.519925,417.32,0.45,56452.07,0.27,489.40,0.53,164.84,0.18
525,Exit Long,win,2024-08-12 18:00,59689.90,1.552924,620.05,0.67,56034.75,0.40,762.85,0.83,1192.59,1.30
525,Entry Long,enter long,2024-08-12 12:00,59243.05,1.552924,620.05,0.67,56034.75,0.40,762.85,0.83,1192.59,1.30
524,Exit Long,win,2024-08-10 01:00,60659.20,1.520316,147.47,0.16,55414.70,0.09,332.48,0.36,379.63,0.41
524,Entry Long,enter long,2024-08-09 19:30,60513.73,1.520316,147.47,0.16,55414.70,0.09,332.48,0.36,379.63,0.41
523,Exit Long,loss,2024-08-09 14:00,60792.32,1.506638,-481.36,-0.52,55267.23,-0.31,230.24,0.25,2268.85,2.47
523,Entry Long,enter long,2024-08-08 22:00,61063.07,1.506638,-481.36,-0.52,55267.23,-0.31,230.24,0.25,2268.85,2.47
522,Exit Long,win,2024-08-07 19:30,56905.60,1.617308,-39.70,-0.04,55748.59,-0.03,721.01,0.78,3744.83,4.07
522,Entry Long,enter long,2024-08-07 07:30,56884.63,1.617308,-39.70,-0.04,55748.59,-0.03,721.01,0.78,3744.83,4.07
521,Exit Long,win,2024-08-06 19:30,57002.88,1.640515,1439.92,1.56,55788.29,0.93,1544.95,1.68,795.39,0.86
521,Entry Long,enter long,2024-08-06 16:00,56079.92,1.640515,1439.92,1.56,55788.29,0.93,1544.95,1.68,795.39,0.86
520,Exit Long,win,2024-08-06 08:00,56259.85,1.670843,1927.00,2.09,54348.36,1.26,2567.98,2.79,1062.26,1.15
520,Entry Long,enter long,2024-08-06 02:30,55062.01,1.670843,1927.00,2.09,54348.36,1.26,2567.98,2.79,1062.26,1.15
519,Exit Long,win,2024-08-05 18:00,55687.20,1.73057,4295.26,4.67,52421.36,2.90,4497.66,4.89,987.77,1.07
519,Entry Long,enter long,2024-08-05 12:30,53161.67,1.73057,4295.26,4.67,52421.36,2.90,4497.66,4.89,987.77,1.07
518,Exit Long,tp limit,2024-08-05 08:00,53802.58,1.795453,4524.56,4.92,48126.10,3.15,4563.20,4.96,3018.17,3.28
