Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
85,Entry Long,enter long,2023-04-04 17:00,28129.70,3.270564,1705.14,1.85,14692.12,1.51,1940.42,2.11,163.14,0.18
84,Exit Long,win,2023-04-04 14:30,28262.94,3.27199,402.28,0.44,12986.99,0.36,624.37,0.68,532.57,0.58
84,Entry Long,enter long,2023-04-04 07:30,28117.44,3.27199,402.28,0.44,12986.99,0.36,624.37,0.68,532.57,0.58
83,Exit Long,sl limit,2023-04-03 14:30,27523.88,3.269853,-2073.75,-2.25,12584.70,-1.81,777.65,0.84,2037.75,2.21
83,Entry Long,enter long,2023-04-03 06:00,28135.82,3.269853,-2073.75,-2.25,12584.70,-1.81,777.65,0.84,2037.75,2.21
82,Exit Long,win,2023-03-31 06:30,28117.18,3.280917,176.44,0.19,14658.46,0.15,450.19,0.49,1733.23,1.88
82,Entry Long,enter long,2023-03-30 23:30,28040.94,3.280917,176.44,0.19,14658.46,0.15,450.19,0.49,1733.23,1.88
81,Exit Long,loss,2023-03-30 18:00,28125.37,3.218058,-1563.93,-1.70,14482.02,-1.35,339.62,0.37,2891.35,3.14
81,Entry Long,enter long,2023-03-30 02:30,28588.67,3.218058,-1563.93,-1.70,14482.02,-1.35,339.62,0.37,2891.35,3.14
80,Exit Long,win,2023-03-29 14:00,28453.23,3.266816,877.51,0.95,16045.95,0.76,945.89,1.03,70.35,0.08
80,Entry Long,enter long,2023-03-29 10:30,28161.97,3.266816,877.51,0.95,16045.95,0.76,945.89,1.03,70.35,0.08
79,Exit Long,win,2023-03-28 12:30,27347.35,3.421832,1503.82,1.63,15168.44,1.32,1690.27,1.84,464.02,0.50
79,Entry Long,enter long,2023-03-28 10:30,26886.18,3.421832,1503.82,1.63,15168.44,1.32,1690.27,1.84,464.02,0.50
78,Exit Long,win,2023-03-28 00:00,27097.86,3.410787,351.28,0.38,13664.62,0.31,933.84,1.01,573.83,0.62
78,Entry Long,enter long,2023-03-27 13:30,26973.24,3.410787,351.28,0.38,13664.62,0.31,933.84,1.01,573.83,0.62
77,Exit Long,win,2023-03-23 08:30,28106.87,3.331461,1562.69,1.70,13313.34,1.40,1772.28,1.93,898.95,0.98
77,Entry Long,enter long,2023-03-23 05:00,27615.51,3.331461,1562.69,1.70,13313.34,1.40,1772.28,1.93,898.95,0.98
76,Exit Long,win,2023-03-22 22:00,27462.95,3.379613,740.22,0.80,11750.65,0.67,838.62,0.91,76.54,0.08
76,Entry Long,enter long,2023-03-22 19:30,27222.05,3.379613,740.22,0.80,11750.65,0.67,838.62,0.91,76.54,0.08
75,Exit Long,win,2023-03-21 21:00,28287.06,3.277602,639.85,0.70,11010.42,0.58,901.45,0.98,288.95,0.31
75,Entry Long,enter long,2023-03-21 15:00,28069.30,3.277602,639.85,0.70,11010.42,0.58,901.45,0.98,288.95,0.31
74,Exit Long,win,2023-03-20 22:00,27990.84,3.297693,231.48,0.25,10370.58,0.21,1144.86,1.24,1215.89,1.32
74,Entry Long,enter long,2023-03-20 07:30,27898.29,3.297693,231.48,0.25,10370.58,0.21,1144.86,1.24,1215.89,1.32
73,Exit Long,win,2023-03-19 05:30,27250.04,3.390511,317.81,0.35,10139.10,0.29,405.97,0.44,828.28,0.90
73,Entry Long,enter long,2023-03-18 23:30,27134.55,3.390511,317.81,0.35,10139.10,0.29,405.97,0.44,828.28,0.90
72,Exit Long,loss,2023-03-18 21:30,27286.00,3.354291,-548.21,-0.60,9821.29,-0.50,919.94,1.00,2593.91,2.82
72,Entry Long,enter long,2023-03-18 01:30,27427.55,3.354291,-548.21,-0.60,9821.29,-0.50,919.94,1.00,2593.91,2.82
71,Exit Long,win,2023-03-16 13:00,25057.39,3.718814,1109.70,1.21,10369.50,1.02,1743.88,1.89,322.81,0.35
71,Entry Long,enter long,2023-03-16 07:00,24739.07,3.718814,1109.70,1.21,10369.50,1.02,1743.88,1.89,322.81,0.35
70,Exit Long,win,2023-03-15 07:00,25091.71,3.730786,1537.57,1.67,9259.80,1.43,2301.51,2.50,1060.71,1.15
70,Entry Long,enter long,2023-03-15 03:30,24659.68,3.730786,1537.57,1.67,9259.80,1.43,2301.51,2.50,1060.71,1.15
69,Exit Long,win,2023-03-15 01:30,24995.63,3.707518,597.90,0.65,7722.23,0.56,747.08,0.81,366.58,0.40
69,Entry Long,enter long,2023-03-14 23:30,24814.44,3.707518,597.90,0.65,7722.23,0.56,747.08,0.81,366.58,0.40
68,Exit Long,loss,2023-03-14 19:00,25019.71,3.562923,-2929.14,-3.18,7124.33,-2.66,120.93,0.13,6297.53,6.84
68,Entry Long,enter long,2023-03-14 11:00,25821.49,3.562923,-2929.14,-3.18,7124.33,-2.66,120.93,0.13,6297.53,6.84
67,Exit Long,win,2023-03-14 04:30,24691.85,3.773105,1090.88,1.19,10053.47,1.00,1272.62,1.38,493.80,0.54
67,Entry Long,enter long,2023-03-14 01:00,24383.10,3.773105,1090.88,1.19,10053.47,1.00,1272.62,1.38,493.80,0.54
66,Exit Long,win,2023-03-13 19:00,24380.38,3.804622,684.24,0.74,8962.59,0.63,741.44,0.81,562.94,0.61
66,Entry Long,enter long,2023-03-13 15:00,24181.11,3.804622,684.24,0.74,8962.59,0.63,741.44,0.81,562.94,0.61
65,Exit Long,win,2023-03-11 07:00,20548.64,4.549286,1407.46,1.53,8278.35,1.32,1597.71,1.74,338.78,0.37
65,Entry Long,enter long,2023-03-11 00:30,20222.95,4.549286,1407.46,1.53,8278.35,1.32,1597.71,1.74,338.78,0.37
64,Exit Long,win,2023-03-11 00:00,20685.50,4.5069,1153.41,1.25,6870.88,1.09,1535.12,1.67,235.60,0.26
64,Entry Long,enter long,2023-03-10 21:30,20413.14,4.5069,1153.41,1.25,6870.88,1.09,1535.12,1.67,235.60,0.26
63,Exit Long,win,2023-03-10 06:00,19938.81,4.629389,230.80,0.25,5717.47,0.22,669.74,0.73,1488.90,1.62
63,Entry Long,enter long,2023-03-09 21:30,19873.03,4.629389,230.80,0.25,5717.47,0.22,669.74,0.73,1488.90,1.62
62,Exit Long,win,2023-03-09 06:30,21694.60,4.263532,421.84,0.46,5486.68,0.40,546.58,0.59,36.80,0.04
62,Entry Long,enter long,2023-03-09 06:00,21578.35,4.263532,421.84,0.46,5486.68,0.40,546.58,0.59,36.80,0.04
61,Exit Long,sl limit,2023-03-09 03:30,21543.63,4.179847,-2023.72,-2.20,5064.84,-1.89,820.78,0.89,1987.70,2.16
61,Entry Long,enter long,2023-03-08 05:30,22010.37,4.179847,-2023.72,-2.20,5064.84,-1.89,820.78,0.89,1987.70,2.16
60,Exit Long,win,2023-03-08 03:30,22109.79,4.161462,-64.53,-0.07,7088.56,-0.06,182.26,0.20,1140.71,1.24
60,Entry Long,enter long,2023-03-07 20:00,22107.61,4.161462,-64.53,-0.07,7088.56,-0.06,182.26,0.20,1140.71,1.24
59,Exit Long,sl limit,2023-03-07 07:30,22268.77,4.096444,-850.51,-0.92,7153.09,-0.79,0,0.00,814.02,0.88
59,Entry Long,enter long,2023-03-06 22:30,22458.50,4.096444,-850.51,-0.92,7153.09,-0.79,0,0.00,814.02,0.88
58,Exit Long,win,2023-03-05 06:30,22468.07,4.108335,232.64,0.25,8003.60,0.22,371.49,0.40,310.05,0.34
58,Entry Long,enter long,2023-03-05 00:00,22393.50,4.108335,232.64,0.25,8003.60,0.22,371.49,0.40,310.05,0.34
57,Exit Long,loss,2023-03-02 11:30,23448.96,3.904769,-510.64,-0.55,7770.96,-0.47,68.55,0.07,1439.51,1.56
57,Entry Long,enter long,2023-03-01 18:00,23560.93,3.904769,-510.64,-0.55,7770.96,-0.47,68.55,0.07,1439.51,1.56
56,Exit Long,loss,2023-03-01 17:00,23708.35,3.877318,-148.75,-0.16,8281.60,-0.14,562.44,0.61,1634.22,1.78
56,Entry Long,enter long,2023-03-01 03:00,23727.74,3.877318,-148.75,-0.16,8281.60,-0.14,562.44,0.61,1634.22,1.78
55,Exit Long,loss,2023-02-28 03:30,23364.90,3.927184,-315.22,-0.34,8430.36,-0.29,311.89,0.34,867.91,0.94
55,Entry Long,enter long,2023-02-27 17:30,23426.45,3.927184,-315.22,-0.34,8430.36,-0.29,311.89,0.34,867.91,0.94
54,Exit Long,win,2023-02-26 02:00,23221.88,3.976504,268.16,0.29,8745.58,0.25,307.01,0.33,172.00,0.19
54,Entry Long,enter long,2023-02-25 22:30,23135.90,3.976504,268.16,0.29,8745.58,0.25,307.01,0.33,172.00,0.19
53,Exit Long,loss,2023-02-25 00:30,23121.17,3.978036,-96.74,-0.11,8477.41,-0.09,6.36,0.01,416.66,0.45
53,Entry Long,enter long,2023-02-24 19:00,23126.99,3.978036,-96.74,-0.11,8477.41,-0.09,6.36,0.01,416.66,0.45
52,Exit Long,sl limit,2023-02-24 08:30,23354.04,3.771273,-3997.55,-4.34,8574.16,-3.55,318.76,0.35,3962.32,4.31
52,Entry Long,enter long,2023-02-22 22:30,24394.94,3.771273,-3997.55,-4.34,8574.16,-3.55,318.76,0.35,3962.32,4.31
51,Exit Long,sl limit,2023-02-22 08:00,23857.23,3.821434,-904.43,-0.98,12571.71,-0.80,228.33,0.25,867.96,0.94
51,Entry Long,enter long,2023-02-22 06:00,24074.73,3.821434,-904.43,-0.98,12571.71,-0.80,228.33,0.25,867.96,0.94
50,Exit Long,loss,2023-02-22 03:30,24185.34,3.773948,-799.08,-0.87,13476.13,-0.70,1360.69,1.48,1936.45,2.10
50,Entry Long,enter long,2023-02-21 09:00,24377.65,3.773948,-799.08,-0.87,13476.13,-0.70,1360.69,1.48,1936.45,2.10
49,Exit Long,win,2023-02-20 16:30,24841.34,3.710299,95.15,0.10,14275.21,0.08,467.39,0.51,603.33,0.66
49,Entry Long,enter long,2023-02-20 09:00,24795.84,3.710299,95.15,0.10,14275.21,0.08,467.39,0.51,603.33,0.66
48,Exit Long,win,2023-02-18 17:00,24731.39,3.737131,350.69,0.38,14180.06,0.31,389.94,0.42,352.74,0.38
48,Entry Long,enter long,2023-02-18 12:30,24617.81,3.737131,350.69,0.38,14180.06,0.31,389.94,0.42,352.74,0.38
47,Exit Long,win,2023-02-18 05:00,24620.59,3.773809,839.45,0.91,13829.37,0.74,1483.10,1.61,36.91,0.04
47,Entry Long,enter long,2023-02-17 15:00,24378.55,3.773809,839.45,0.91,13829.37,0.74,1483.10,1.61,36.91,0.04
46,Exit Long,win,2023-02-17 04:00,23821.28,3.879654,344.58,0.37,12989.92,0.31,531.65,0.58,699.76,0.76
46,Entry Long,enter long,2023-02-16 22:30,23713.45,3.879654,344.58,0.37,12989.92,0.31,531.65,0.58,699.76,0.76
45,Exit Long,win,2023-02-16 08:30,25077.42,3.733025,1540.40,1.67,12645.34,1.39,1593.90,1.73,1317.86,1.43
45,Entry Long,enter long,2023-02-15 21:30,24644.89,3.733025,1540.40,1.67,12645.34,1.39,1593.90,1.73,1317.86,1.43
44,Exit Long,win,2023-02-15 00:00,22167.15,4.151845,-39.03,-0.04,11104.94,-0.04,45.90,0.05,446.13,0.48
44,Entry Long,enter long,2023-02-14 17:30,22158.82,4.151845,-39.03,-0.04,11104.94,-0.04,45.90,0.05,446.13,0.48
43,Exit Long,win,2023-02-13 23:00,21765.36,4.236248,129.79,0.14,11143.97,0.12,228.64,0.25,89.16,0.10
43,Entry Long,enter long,2023-02-13 18:30,21717.33,4.236248,129.79,0.14,11143.97,0.12,228.64,0.25,89.16,0.10
42,Exit Long,win,2023-02-13 16:00,21818.83,4.262975,939.13,1.02,11014.19,0.85,978.13,1.06,935.78,1.02
42,Entry Long,enter long,2023-02-13 07:00,21581.17,4.262975,939.13,1.02,11014.19,0.85,978.13,1.06,935.78,1.02
41,Exit Long,win,2023-02-10 20:00,21692.93,4.25107,144.48,0.16,10075.05,0.13,298.40,0.32,795.57,0.86
41,Entry Long,enter long,2023-02-10 14:00,21641.61,4.25107,144.48,0.16,10075.05,0.13,298.40,0.32,795.57,0.86
40,Exit Long,win,2023-02-10 07:30,21849.30,4.220175,134.20,0.15,9930.58,0.12,347.70,0.38,488.36,0.53
40,Entry Long,enter long,2023-02-10 04:00,21800.04,4.220175,134.20,0.15,9930.58,0.12,347.70,0.38,488.36,0.53
39,Exit Long,win,2023-02-10 00:30,21917.34,4.214387,294.42,0.32,9796.37,0.27,380.68,0.41,848.91,0.92
39,Entry Long,enter long,2023-02-09 20:30,21829.98,4.214387,294.42,0.32,9796.37,0.27,380.68,0.41,848.91,0.92
38,Exit Long,win,2023-02-09 07:00,22766.97,4.059999,360.12,0.39,9501.95,0.33,458.28,0.50,392.37,0.43
38,Entry Long,enter long,2023-02-09 05:00,22660.10,4.059999,360.12,0.39,9501.95,0.33,458.28,0.50,392.37,0.43
37,Exit Long,loss,2023-02-08 14:30,22960.58,3.957453,-1207.71,-1.31,9141.83,-1.09,108.44,0.12,2282.89,2.48
37,Entry Long,enter long,2023-02-07 19:30,23247.27,3.957453,-1207.71,-1.31,9141.83,-1.09,108.44,0.12,2282.89,2.48
36,Exit Long,win,2023-02-07 10:30,23287.91,4.017397,1482.56,1.61,10349.54,1.36,1696.14,1.84,119.84,0.13
36,Entry Long,enter long,2023-02-07 08:00,22900.40,4.017397,1482.56,1.61,10349.54,1.36,1696.14,1.84,119.84,0.13
35,Exit Long,loss,2023-02-06 19:30,22884.16,4.014224,-211.39,-0.23,8866.98,-0.19,0,0.00,1134.25,1.23
35,Entry Long,enter long,2023-02-06 14:30,22918.50,4.014224,-211.39,-0.23,8866.98,-0.19,0,0.00,1134.25,1.23
34,Exit Long,win,2023-02-06 08:30,23040.66,4.042603,1070.20,1.16,9078.38,0.99,1119.42,1.22,71.45,0.08
34,Entry Long,enter long,2023-02-06 04:00,22757.61,4.042603,1070.20,1.16,9078.38,0.99,1119.42,1.22,71.45,0.08
33,Exit Long,win,2023-02-04 05:30,23418.58,3.931533,-2.70,0.00,8008.18,0.00,125.02,0.14,569.84,0.62
33,Entry Long,enter long,2023-02-03 18:00,23400.54,3.931533,-2.70,0.00,8008.18,0.00,125.02,0.14,569.84,0.62
32,Exit Long,win,2023-02-02 07:00,23908.48,3.856213,122.53,0.13,8010.88,0.11,293.72,0.32,763.81,0.83
32,Entry Long,enter long,2023-02-01 20:30,23857.60,3.856213,122.53,0.13,8010.88,0.11,293.72,0.32,763.81,0.83
31,Exit Long,win,2023-01-31 22:00,23157.79,3.98209,142.74,0.16,7888.35,0.13,798.52,0.87,1169.78,1.27
31,Entry Long,enter long,2023-01-31 13:00,23103.44,3.98209,142.74,0.16,7888.35,0.13,798.52,0.87,1169.78,1.27
30,Exit Long,win,2023-01-29 02:00,23258.91,3.969185,245.20,0.27,7745.61,0.23,311.54,0.34,84.03,0.09
30,Entry Long,enter long,2023-01-29 01:00,23178.56,3.969185,245.20,0.27,7745.61,0.23,311.54,0.34,84.03,0.09
29,Exit Long,loss,2023-01-28 09:00,23044.39,3.984175,-260.62,-0.28,7500.42,-0.24,355.80,0.39,832.48,0.90
29,Entry Long,enter long,2023-01-27 14:30,23091.35,3.984175,-260.62,-0.28,7500.42,-0.24,355.80,0.39,832.48,0.90
28,Exit Long,win,2023-01-27 08:00,23090.65,4.01106,544.14,0.59,7761.04,0.51,744.03,0.81,377.58,0.41
28,Entry Long,enter long,2023-01-27 02:00,22936.58,4.01106,544.14,0.59,7761.04,0.51,744.03,0.81,377.58,0.41
27,Exit Long,loss,2023-01-26 05:00,23051.69,3.976251,-414.15,-0.45,7216.90,-0.38,202.61,0.22,1108.08,1.20
27,Entry Long,enter long,2023-01-25 20:30,23137.37,3.976251,-414.15,-0.45,7216.90,-0.38,202.61,0.22,1108.08,1.20
26,Exit Long,win,2023-01-25 05:00,22697.88,4.058638,48.84,0.05,7631.05,0.05,267.19,0.29,778.31,0.85
26,Entry Long,enter long,2023-01-25 01:30,22667.70,4.058638,48.84,0.05,7631.05,0.05,267.19,0.29,778.31,0.85
25,Exit Long,win,2023-01-24 11:30,23004.88,4.02431,504.94,0.55,7582.21,0.47,694.86,0.75,613.24,0.67
25,Entry Long,enter long,2023-01-24 06:30,22861.06,4.02431,504.94,0.55,7582.21,0.47,694.86,0.75,613.24,0.67
24,Exit Long,loss,2023-01-21 22:30,22882.53,3.980517,-988.91,-1.07,7077.27,-0.92,382.03,0.42,2017.66,2.19
24,Entry Long,enter long,2023-01-21 13:30,23112.57,3.980517,-988.91,-1.07,7077.27,-0.92,382.03,0.42,2017.66,2.19
23,Exit Long,win,2023-01-21 00:00,22643.76,4.078619,281.55,0.31,8066.18,0.26,363.03,0.39,237.10,0.26
23,Entry Long,enter long,2023-01-20 19:30,22556.65,4.078619,281.55,0.31,8066.18,0.26,363.03,0.39,237.10,0.26
22,Exit Long,win,2023-01-20 05:00,21046.08,4.382008,150.41,0.16,7784.63,0.14,187.30,0.20,579.12,0.63
22,Entry Long,enter long,2023-01-19 21:30,20994.94,4.382008,150.41,0.16,7784.63,0.14,187.30,0.20,579.12,0.63
21,Exit Long,win,2023-01-18 20:00,20789.83,4.438063,192.89,0.21,7634.23,0.18,428.44,0.47,483.36,0.53
21,Entry Long,enter long,2023-01-18 13:30,20729.76,4.438063,192.89,0.21,7634.23,0.18,428.44,0.47,483.36,0.53
20,Exit Long,win,2023-01-17 20:00,21327.41,4.335179,384.36,0.42,7441.34,0.36,629.82,0.68,492.82,0.54
20,Entry Long,enter long,2023-01-17 16:00,21221.73,4.335179,384.36,0.42,7441.34,0.36,629.82,0.68,492.82,0.54
19,Exit Long,win,2023-01-17 01:00,21205.95,4.355233,283.13,0.31,7056.98,0.27,326.73,0.36,286.09,0.31
19,Entry Long,enter long,2023-01-16 23:00,21124.01,4.355233,283.13,0.31,7056.98,0.27,326.73,0.36,286.09,0.31
18,Exit Long,win,2023-01-16 21:00,21219.96,4.381565,902.66,0.98,6773.85,0.85,966.45,1.05,67.16,0.07
18,Entry Long,enter long,2023-01-16 18:00,20997.06,4.381565,902.66,0.98,6773.85,0.85,966.45,1.05,67.16,0.07
17,Exit Long,win,2023-01-16 08:00,20898.43,4.423723,375.10,0.41,5871.19,0.36,690.24,0.75,788.79,0.86
17,Entry Long,enter long,2023-01-16 05:30,20796.96,4.423723,375.10,0.41,5871.19,0.36,690.24,0.75,788.79,0.86
16,Exit Long,win,2023-01-15 07:30,20796.49,4.450916,489.62,0.53,5496.10,0.47,736.06,0.80,433.11,0.47
16,Entry Long,enter long,2023-01-15 01:00,20669.90,4.450916,489.62,0.53,5496.10,0.47,736.06,0.80,433.11,0.47
15,Exit Long,win,2023-01-14 15:30,20994.39,4.447278,1293.75,1.41,5006.48,1.25,1475.14,1.60,119.47,0.13
15,Entry Long,enter long,2023-01-14 11:00,20686.81,4.447278,1293.75,1.41,5006.48,1.25,1475.14,1.60,119.47,0.13
14,Exit Long,win,2023-01-14 05:30,20913.47,4.470148,1412.13,1.53,3712.74,1.38,1659.71,1.80,1543.51,1.68
14,Entry Long,enter long,2023-01-14 02:00,20580.97,4.470148,1412.13,1.53,3712.74,1.38,1659.71,1.80,1543.51,1.68
13,Exit Long,win,2023-01-14 01:30,21006.32,4.418764,748.05,0.81,2300.61,0.74,846.47,0.92,75.55,0.08
13,Entry Long,enter long,2023-01-13 22:00,20820.30,4.418764,748.05,0.81,2300.61,0.74,846.47,0.92,75.55,0.08
12,Exit Long,win,2023-01-13 02:00,18876.14,4.896328,350.01,0.38,1552.56,0.35,479.18,0.52,50.12,0.05
12,Entry Long,enter long,2023-01-12 22:30,18789.59,4.896328,350.01,0.38,1552.56,0.35,479.18,0.52,50.12,0.05
11,Exit Long,win,2023-01-12 06:30,18293.39,5.065872,598.12,0.65,1202.55,0.59,846.13,0.92,1129.36,1.23
11,Entry Long,enter long,2023-01-12 06:00,18160.74,5.065872,598.12,0.65,1202.55,0.59,846.13,0.92,1129.36,1.23
10,Exit Long,win,2023-01-12 05:00,18217.34,5.063408,168.13,0.18,604.43,0.17,242.90,0.26,553.93,0.60
10,Entry Long,enter long,2023-01-11 22:00,18169.58,5.063408,168.13,0.18,604.43,0.17,242.90,0.26,553.93,0.60
9,Exit Long,win,2023-01-11 11:00,17489.02,5.282705,315.58,0.34,436.30,0.32,698.45,0.76,575.58,0.63
9,Entry Long,enter long,2023-01-11 05:00,17415.32,5.282705,315.58,0.34,436.30,0.32,698.45,0.76,575.58,0.63
8,Exit Long,win,2023-01-10 23:30,17441.08,5.279897,13.48,0.01,120.72,0.01,65.05,0.07,329.89,0.36
8,Entry Long,enter long,2023-01-10 19:00,17424.58,5.279897,13.48,0.01,120.72,0.01,65.05,0.07,329.89,0.36
7,Exit Long,loss,2023-01-07 07:30,16934.02,5.429115,-136.82,-0.15,107.23,-0.14,0,0.00,236.54,0.26
7,Entry Long,enter long,2023-01-06 19:00,16945.67,5.429115,-136.82,-0.15,107.23,-0.14,0,0.00,236.54,0.26
6,Exit Long,win,2023-01-06 08:30,16833.77,5.488732,322.31,0.35,244.06,0.32,376.61,0.41,520.63,0.57
6,Entry Long,enter long,2023-01-06 03:30,16761.61,5.488732,322.31,0.35,244.06,0.32,376.61,0.41,520.63,0.57
5,Exit Long,win,2023-01-05 04:30,16827.19,5.478244,109.79,0.12,-78.25,0.11,156.69,0.17,93.23,0.10
5,Entry Long,enter long,2023-01-05 00:00,16793.70,5.478244,109.79,0.12,-78.25,0.11,156.69,0.17,93.23,0.10
4,Exit Long,win,2023-01-04 08:30,16847.47,5.461875,-54.82,-0.06,-188.04,-0.05,75.82,0.08,487.84,0.53
4,Entry Long,enter long,2023-01-04 01:00,16844.03,5.461875,-54.82,-0.06,-188.04,-0.05,75.82,0.08,487.84,0.53
3,Exit Long,win,2023-01-03 07:00,16740.20,5.503383,54.08,0.06,-133.22,0.05,98.03,0.11,129.92,0.14
3,Entry Long,enter long,2023-01-03 04:30,16716.99,5.503383,54.08,0.06,-133.22,0.05,98.03,0.11,129.92,0.14
2,Exit Long,sl limit,2023-01-02 06:30,16692.65,5.511407,-73.60,-0.08,-187.31,-0.07,0,0.00,36.80,0.04
2,Entry Long,enter long,2023-01-02 06:30,16692.65,5.511407,-73.60,-0.08,-187.31,-0.07,0,0.00,36.80,0.04
1,Exit Long,sl limit,2023-01-02 04:30,16708.32,5.503837,-113.71,-0.12,-113.71,-0.11,0,0.00,76.92,0.08
1,Entry Long,enter long,2023-01-02 04:00,16715.61,5.503837,-113.71,-0.12,-113.71,-0.11,0,0.00,76.92,0.08
